query	config	requests	first	last	termination	diefficiency
interactive short 5.2	cardinality unlimited void	103	9.606	9.606	9.912	4.803
interactive short 5.2	cardinality unlimited	103	11.112	11.112	9.038	5.556
interactive short 5.2	overhead simple	103	9.349	9.349	9.9	4.675
interactive short 5.2	overhead	103	10.253	10.253	11.058	5.127
interactive short 5.2	timeout 100 void simple	0			0	
interactive short 5.2	timeout 100 void	0			0	
interactive short 5.2	timeout 100	0			0	
interactive short 5.2	timeout 1000 void simple	61	7.923	7.923	7.986	3.962
interactive short 5.2	timeout 1000 void	51	7.927	7.927	7.999	3.963
interactive short 5.2	timeout 1000	62	8.03	8.03	8.12	4.015
interactive short 5.2	timeout 2000 void simple	98	9.203	9.203	8.851	4.601
interactive short 5.2	timeout 2000 void	92	9.14	9.14	9.017	4.57
interactive short 5.2	timeout 2000	98	8.941	8.941	8.743	4.471
interactive short 5.2	timeout 5000 void simple	103	9.532	9.532	9.156	4.766
interactive short 5.2	timeout 5000 void	103	10.014	10.014	10.073	5.007
interactive short 5.2	timeout 5000	103	9.9	9.9	9.691	4.95
interactive short 5.2	timeout 10000 void simple	103	10.187	10.187	9.511	5.093
interactive short 5.2	timeout 10000 void	103	10.587	10.587	11.847	5.293
interactive short 5.2	timeout 10000	103	9.604	9.604	10.337	4.802
interactive short 5.2	timeout 20000 void simple	103	9.482	9.482	10.184	4.741
interactive short 5.2	timeout 20000 void	103	9.725	9.725	8.798	4.862
interactive short 5.2	timeout 20000	103	9.856	9.856	10.115	4.928
interactive short 5.0	baseline	40	8.357	8.357	8.725	4.178
interactive short 5.0	cardinality once void simple	40	8.302	8.302	8.318	4.151
interactive short 5.0	cardinality once void	40	8.248	8.248	8.139	4.124
interactive short 5.0	cardinality once	40	8.281	8.281	8.305	4.141
interactive short 5.0	cardinality unlimited void simple	40	8.478	8.478	8.079	4.239
interactive short 5.0	cardinality unlimited void	40	8.362	8.362	8.291	4.181
interactive short 5.0	cardinality unlimited	40	8.121	8.121	8.3	4.061
interactive short 5.0	overhead simple	40	8.425	8.425	8.047	4.213
interactive short 5.0	overhead	40	8.205	8.205	8.527	4.103
interactive short 5.0	timeout 100 void simple	0			0	
interactive short 5.0	timeout 100 void	0			0	
interactive short 5.0	timeout 100	0			0	
interactive short 5.0	timeout 1000 void simple	24	7.699	7.699	7.484	3.849
interactive short 5.0	timeout 1000 void	28	7.804	7.804	7.977	3.902
interactive short 5.0	timeout 1000	31	7.798	7.798	7.618	3.899
interactive short 5.0	timeout 2000 void simple	40	8.231	8.231	7.867	4.115
interactive short 5.0	timeout 2000 void	40	8.057	8.057	8.198	4.029
interactive short 5.0	timeout 2000	40	8.219	8.219	8.222	4.109
interactive short 5.0	timeout 5000 void simple	40	8.093	8.093	8.081	4.046
interactive short 5.0	timeout 5000 void	40	8.073	8.073	8.422	4.037
interactive short 5.0	timeout 5000	40	8.149	8.149	8.893	4.074
interactive short 5.0	timeout 10000 void simple	40	8.263	8.263	8.181	4.131
interactive short 5.0	timeout 10000 void	40	8.229	8.229	8.218	4.114
interactive short 5.0	timeout 10000	40	8.517	8.517	8.37	4.258
interactive short 5.0	timeout 20000 void simple	40	8.507	8.507	7.958	4.253
interactive short 5.0	timeout 20000 void	40	8.233	8.233	8.281	4.117
interactive short 5.0	timeout 20000	40	8.176	8.176	8.436	4.088
interactive short 5.1	baseline	39	8.146	8.146	8.463	4.073
interactive short 5.1	cardinality once void simple	39	8.145	8.145	8.269	4.072
interactive short 5.1	cardinality once void	39	8.146	8.146	8.09	4.073
interactive short 5.1	cardinality once	39	8.416	8.416	8.499	4.208
interactive short 5.1	cardinality unlimited void simple	39	8.117	8.117	7.614	4.059
interactive short 5.1	cardinality unlimited void	39	8.301	8.301	8.339	4.151
interactive short 5.1	cardinality unlimited	39	8.307	8.307	8.459	4.154
interactive short 5.1	overhead simple	39	8.348	8.348	8.485	4.174
interactive short 5.1	overhead	39	8.32	8.32	8.525	4.16
interactive short 5.1	timeout 100 void simple	0			0	
interactive short 5.1	timeout 100 void	0			0	
interactive short 5.1	timeout 100	0			0	
interactive short 5.1	timeout 1000 void simple	30	7.926	7.926	7.587	3.963
interactive short 5.1	timeout 1000 void	34	7.969	7.969	8.182	3.985
interactive short 5.1	timeout 1000	27	7.673	7.673	7.545	3.837
interactive short 5.1	timeout 2000 void simple	39	8.063	8.063	8.132	4.032
interactive short 5.1	timeout 2000 void	39	8.331	8.331	8.462	4.165
interactive short 5.1	timeout 2000	39	8.193	8.193	7.972	4.096
interactive short 5.1	timeout 5000 void simple	39	8.316	8.316	7.966	4.158
interactive short 5.1	timeout 5000 void	39	8.267	8.267	8.218	4.133
interactive short 5.1	timeout 5000	39	8.083	8.083	7.976	4.042
interactive short 5.1	timeout 10000 void simple	39	8.221	8.221	8.351	4.111
interactive short 5.1	timeout 10000 void	39	8.643	8.643	9.004	4.322
interactive short 5.1	timeout 10000	39	8.51	8.51	8.543	4.255
interactive short 5.1	timeout 20000 void simple	39	7.749	7.749	8.475	3.874
interactive short 5.1	timeout 20000 void	39	8.239	8.239	8.58	4.12
interactive short 5.1	timeout 20000	39	8.344	8.344	8.535	4.172
interactive short 5.4	baseline	53	9.304	9.304	9.099	4.652
interactive short 5.4	cardinality once void simple	53	9.098	9.098	8.044	4.549
interactive short 5.4	cardinality once void	53	8.699	8.699	9.113	4.349
interactive short 5.4	cardinality once	53	9.271	9.271	9.159	4.636
interactive short 5.4	cardinality unlimited void simple	53	8.092	8.092	9.385	4.046
interactive short 5.4	cardinality unlimited void	53	8.841	8.841	9.927	4.42
interactive short 5.4	cardinality unlimited	53	9.173	9.173	9.165	4.587
interactive short 5.4	overhead simple	53	8.636	8.636	8.167	4.318
interactive short 5.4	overhead	53	8.95	8.95	9.356	4.475
interactive short 5.4	timeout 100 void simple	0			0	
interactive short 5.4	timeout 100 void	0			0	
interactive short 5.4	timeout 100	0			0	
interactive short 5.4	timeout 1000 void simple	0			0	
interactive short 5.4	timeout 1000 void	0			0	
interactive short 5.4	timeout 1000	0			0	
interactive short 5.4	timeout 2000 void simple	0			0	
interactive short 5.4	timeout 2000 void	0			0	
interactive short 5.4	timeout 2000	0			0	
interactive short 5.4	timeout 5000 void simple	53	8.449	8.449	9.1	4.224
interactive short 5.4	timeout 5000 void	53	9.458	9.458	9.529	4.729
interactive short 5.4	timeout 5000	53	8.89	8.89	9.473	4.445
interactive short 5.4	timeout 10000 void simple	53	8.996	8.996	9.205	4.498
interactive short 5.4	timeout 10000 void	53	9.349	9.349	9.336	4.675
interactive short 5.4	timeout 10000	38	8.451	8.451	7.9	4.226
interactive short 5.4	timeout 20000 void simple	53	8.919	8.919	8.991	4.46
interactive short 5.4	timeout 20000 void	53	9.265	9.265	8.95	4.633
interactive short 5.4	timeout 20000	53	8.994	8.994	9.32	4.497
interactive short 5.3	baseline	38	7.796	7.796	7.893	3.898
interactive short 5.3	cardinality once void simple	38	7.791	7.791	8.0	3.896
interactive short 5.3	cardinality once void	38	7.834	7.834	7.92	3.917
interactive short 5.3	cardinality once	38	7.899	7.899	8.013	3.95
interactive short 5.3	cardinality unlimited void simple	38	7.843	7.843	8.268	3.921
interactive short 5.3	cardinality unlimited void	38	8.124	8.124	8.041	4.062
interactive short 5.3	cardinality unlimited	38	8.039	8.039	8.109	4.019
interactive short 5.3	overhead simple	38	7.928	7.928	7.83	3.964
interactive short 5.3	overhead	38	8.036	8.036	7.789	4.018
interactive short 5.3	timeout 100 void simple	0			0	
interactive short 5.3	timeout 100 void	0			0	
interactive short 5.3	timeout 100	0			0	
interactive short 5.3	timeout 1000 void simple	35	7.584	7.584	7.669	3.792
interactive short 5.3	timeout 1000 void	32	7.365	7.365	7.313	3.683
interactive short 5.3	timeout 1000	32	7.433	7.433	7.504	3.716
interactive short 5.3	timeout 2000 void simple	38	7.857	7.857	8.463	3.929
interactive short 5.3	timeout 2000 void	38	8.34	8.34	7.982	4.17
interactive short 5.3	timeout 2000	38	8.145	8.145	7.923	4.072
interactive short 5.3	timeout 5000 void simple	38	8.195	8.195	7.883	4.098
interactive short 5.3	timeout 5000 void	38	8.074	8.074	7.716	4.037
interactive short 5.3	timeout 5000	38	7.955	7.955	7.848	3.978
interactive short 5.3	timeout 10000 void simple	38	7.918	7.918	8.233	3.959
interactive short 5.3	timeout 10000 void	38	8.139	8.139	8.104	4.069
interactive short 5.3	timeout 10000	38	7.812	7.812	7.571	3.906
interactive short 5.3	timeout 20000 void simple	38	8.025	8.025	7.791	4.013
interactive short 5.3	timeout 20000 void	38	8.004	8.004	7.764	4.002
interactive short 5.3	timeout 20000	38	7.828	7.828	8.037	3.914
interactive short 6.0	baseline	0			0	
interactive short 6.0	cardinality once void simple	0			0	
interactive short 6.0	cardinality once void	0			0	
interactive short 6.0	cardinality once	0			0	
interactive short 6.0	cardinality unlimited void simple	0			0	
interactive short 6.0	cardinality unlimited void	0			0	
interactive short 6.0	cardinality unlimited	0			0	
interactive short 6.0	overhead simple	0			0	
interactive short 6.0	overhead	0			0	
interactive short 6.0	timeout 100 void simple	0			0	
interactive short 6.0	timeout 100 void	0			0	
interactive short 6.0	timeout 100	0			0	
interactive short 6.0	timeout 1000 void simple	0			0	
interactive short 6.0	timeout 1000 void	0			0	
interactive short 6.0	timeout 1000	0			0	
interactive short 6.0	timeout 2000 void simple	0			0	
interactive short 6.0	timeout 2000 void	0			0	
interactive short 6.0	timeout 2000	0			0	
interactive short 6.0	timeout 5000 void simple	0			0	
interactive short 6.0	timeout 5000 void	0			0	
interactive short 6.0	timeout 5000	0			0	
interactive short 6.0	timeout 10000 void simple	0			0	
interactive short 6.0	timeout 10000 void	0			0	
interactive short 6.0	timeout 10000	0			0	
interactive short 6.0	timeout 20000 void simple	0			0	
interactive short 6.0	timeout 20000 void	0			0	
interactive short 6.0	timeout 20000	0			0	
interactive short 6.1	baseline	0			0	
interactive short 6.1	cardinality once void simple	0			0	
interactive short 6.1	cardinality once void	0			0	
interactive short 6.1	cardinality once	0			0	
interactive short 6.1	cardinality unlimited void simple	0			0	
interactive short 6.1	cardinality unlimited void	0			0	
interactive short 6.1	cardinality unlimited	0			0	
interactive short 6.1	overhead simple	0			0	
interactive short 6.1	overhead	0			0	
interactive short 6.1	timeout 100 void simple	0			0	
interactive short 6.1	timeout 100 void	0			0	
interactive short 6.1	timeout 100	0			0	
interactive short 6.1	timeout 1000 void simple	0			0	
interactive short 6.1	timeout 1000 void	0			0	
interactive short 6.1	timeout 1000	0			0	
interactive short 6.1	timeout 2000 void simple	0			0	
interactive short 6.1	timeout 2000 void	0			0	
interactive short 6.1	timeout 2000	4957	53.792	53.792	60.218	26.896
interactive short 6.1	timeout 5000 void simple	0			0	
interactive short 6.1	timeout 5000 void	0			0	
interactive short 6.1	timeout 5000	0			0	
interactive short 6.1	timeout 10000 void simple	0			0	
interactive short 6.1	timeout 10000 void	0			0	
interactive short 6.1	timeout 10000	0			0	
interactive short 6.1	timeout 20000 void simple	0			0	
interactive short 6.1	timeout 20000 void	0			0	
interactive short 6.1	timeout 20000	0			0	
interactive short 6.2	baseline	0			0	
interactive short 6.2	cardinality once void simple	0			0	
interactive short 6.2	cardinality once void	0			0	
interactive short 6.2	cardinality once	0			0	
interactive short 6.2	cardinality unlimited void simple	0			0	
interactive short 6.2	cardinality unlimited void	0			0	
interactive short 6.2	cardinality unlimited	0			0	
interactive short 6.2	overhead simple	0			0	
interactive short 6.2	overhead	0			0	
interactive short 6.2	timeout 100 void simple	0			0	
interactive short 6.2	timeout 100 void	0			0	
interactive short 6.2	timeout 100	0			0	
interactive short 6.2	timeout 1000 void simple	0			0	
interactive short 6.2	timeout 1000 void	0			0	
interactive short 6.2	timeout 1000	0			0	
interactive short 6.2	timeout 2000 void simple	0			0	
interactive short 6.2	timeout 2000 void	0			0	
interactive short 6.2	timeout 2000	0			0	
interactive short 6.2	timeout 5000 void simple	0			0	
interactive short 6.2	timeout 5000 void	0			0	
interactive short 6.2	timeout 5000	0			0	
interactive short 6.2	timeout 10000 void simple	0			0	
interactive short 6.2	timeout 10000 void	0			0	
interactive short 6.2	timeout 10000	0			0	
interactive short 6.2	timeout 20000 void simple	0			0	
interactive short 6.2	timeout 20000 void	0			0	
interactive short 6.2	timeout 20000	0			0	
interactive short 6.3	baseline	0			0	
interactive short 6.3	cardinality once void simple	0			0	
interactive short 6.3	cardinality once void	0			0	
interactive short 6.3	cardinality once	0			0	
interactive short 6.3	cardinality unlimited void simple	0			0	
interactive short 6.3	cardinality unlimited void	0			0	
interactive short 6.3	cardinality unlimited	0			0	
interactive short 6.3	overhead simple	0			0	
interactive short 6.3	overhead	0			0	
interactive short 6.3	timeout 100 void simple	0			0	
interactive short 6.3	timeout 100 void	0			0	
interactive short 6.3	timeout 100	0			0	
interactive short 6.3	timeout 1000 void simple	0			0	
interactive short 6.3	timeout 1000 void	0			0	
interactive short 6.3	timeout 1000	0			0	
interactive short 6.3	timeout 2000 void simple	0			0	
interactive short 6.3	timeout 2000 void	0			0	
interactive short 6.3	timeout 2000	0			0	
interactive short 6.3	timeout 5000 void simple	0			0	
interactive short 6.3	timeout 5000 void	0			0	
interactive short 6.3	timeout 5000	0			0	
interactive short 6.3	timeout 10000 void simple	0			0	
interactive short 6.3	timeout 10000 void	0			0	
interactive short 6.3	timeout 10000	0			0	
interactive short 6.3	timeout 20000 void simple	0			0	
interactive short 6.3	timeout 20000 void	0			0	
interactive short 6.3	timeout 20000	0			0	
interactive short 7.4	baseline	0			0	
interactive short 7.4	cardinality once void simple	0			0	
interactive short 7.4	cardinality once void	0			0	
interactive short 7.4	cardinality once	0			0	
interactive short 7.4	cardinality unlimited void simple	0			0	
interactive short 7.4	cardinality unlimited void	0			0	
interactive short 7.4	cardinality unlimited	0			0	
interactive short 7.4	overhead simple	0			0	
interactive short 7.4	overhead	0			0	
interactive short 7.4	timeout 100 void simple	0			0	
interactive short 7.4	timeout 100 void	0			0	
interactive short 7.4	timeout 100	0			0	
interactive short 7.4	timeout 1000 void simple	0			0	
interactive short 7.4	timeout 1000 void	0			0	
interactive short 7.4	timeout 1000	0			0	
interactive short 7.4	timeout 2000 void simple	0			0	
interactive short 7.4	timeout 2000 void	0			0	
interactive short 7.4	timeout 2000	0			0	
interactive short 7.4	timeout 5000 void simple	0			0	
interactive short 7.4	timeout 5000 void	0			0	
interactive short 7.4	timeout 5000	0			0	
interactive short 7.4	timeout 10000 void simple	0			0	
interactive short 7.4	timeout 10000 void	0			0	
interactive short 7.4	timeout 10000	0			0	
interactive short 7.4	timeout 20000 void simple	0			0	
interactive short 7.4	timeout 20000 void	0			0	
interactive short 7.4	timeout 20000	0			0	
interactive short 7.3	baseline	0			0	
interactive short 7.3	cardinality once void simple	0			0	
interactive short 7.3	cardinality once void	0			0	
interactive short 7.3	cardinality once	0			0	
interactive short 7.3	cardinality unlimited void simple	0			0	
interactive short 7.3	cardinality unlimited void	0			0	
interactive short 7.3	cardinality unlimited	0			0	
interactive short 7.3	overhead simple	0			0	
interactive short 7.3	overhead	0			0	
interactive short 7.3	timeout 100 void simple	0			0	
interactive short 7.3	timeout 100 void	0			0	
interactive short 7.3	timeout 100	0			0	
interactive short 7.3	timeout 1000 void simple	0			0	
interactive short 7.3	timeout 1000 void	0			0	
interactive short 7.3	timeout 1000	0			0	
interactive short 7.3	timeout 2000 void simple	0			0	
interactive short 7.3	timeout 2000 void	0			0	
interactive short 7.3	timeout 2000	0			0	
interactive short 7.3	timeout 5000 void simple	0			0	
interactive short 7.3	timeout 5000 void	0			0	
interactive short 7.3	timeout 5000	0			0	
interactive short 7.3	timeout 10000 void simple	0			0	
interactive short 7.3	timeout 10000 void	0			0	
interactive short 7.3	timeout 10000	0			0	
interactive short 7.3	timeout 20000 void simple	0			0	
interactive short 7.3	timeout 20000 void	0			0	
interactive short 7.3	timeout 20000	0			0	
interactive short 6.4	baseline	0			0	
interactive short 6.4	cardinality once void simple	0			0	
interactive short 6.4	cardinality once void	0			0	
interactive short 6.4	cardinality once	0			0	
interactive short 6.4	cardinality unlimited void simple	0			0	
interactive short 6.4	cardinality unlimited void	0			0	
interactive short 6.4	cardinality unlimited	0			0	
interactive short 6.4	overhead simple	0			0	
interactive short 6.4	overhead	0			0	
interactive short 6.4	timeout 100 void simple	0			0	
interactive short 6.4	timeout 100 void	0			0	
interactive short 6.4	timeout 100	0			0	
interactive short 6.4	timeout 1000 void simple	0			0	
interactive short 6.4	timeout 1000 void	0			0	
interactive short 6.4	timeout 1000	0			0	
interactive short 6.4	timeout 2000 void simple	0			0	
interactive short 6.4	timeout 2000 void	0			0	
interactive short 6.4	timeout 2000	0			0	
interactive short 6.4	timeout 5000 void simple	0			0	
interactive short 6.4	timeout 5000 void	0			0	
interactive short 6.4	timeout 5000	0			0	
interactive short 6.4	timeout 10000 void simple	0			0	
interactive short 6.4	timeout 10000 void	0			0	
interactive short 6.4	timeout 10000	0			0	
interactive short 6.4	timeout 20000 void simple	0			0	
interactive short 6.4	timeout 20000 void	0			0	
interactive short 6.4	timeout 20000	0			0	
interactive short 7.2	baseline	0			0	
interactive short 7.2	cardinality once void simple	0			0	
interactive short 7.2	cardinality once void	0			0	
interactive short 7.2	cardinality once	0			0	
interactive short 7.2	cardinality unlimited void simple	0			0	
interactive short 7.2	cardinality unlimited void	0			0	
interactive short 7.2	cardinality unlimited	0			0	
interactive short 7.2	overhead simple	0			0	
interactive short 7.2	overhead	0			0	
interactive short 7.2	timeout 100 void simple	0			0	
interactive short 7.2	timeout 100 void	0			0	
interactive short 7.2	timeout 100	0			0	
interactive short 7.2	timeout 1000 void simple	0			0	
interactive short 7.2	timeout 1000 void	0			0	
interactive short 7.2	timeout 1000	0			0	
interactive short 7.2	timeout 2000 void simple	0			0	
interactive short 7.2	timeout 2000 void	0			0	
interactive short 7.2	timeout 2000	0			0	
interactive short 7.2	timeout 5000 void simple	0			0	
interactive short 7.2	timeout 5000 void	0			0	
interactive short 7.2	timeout 5000	0			0	
interactive short 7.2	timeout 10000 void simple	0			0	
interactive short 7.2	timeout 10000 void	0			0	
interactive short 7.2	timeout 10000	0			0	
interactive short 7.2	timeout 20000 void simple	0			0	
interactive short 7.2	timeout 20000 void	0			0	
interactive short 7.2	timeout 20000	0			0	
interactive short 7.1	baseline	0			0	
interactive short 7.1	cardinality once void simple	0			0	
interactive short 7.1	cardinality once void	0			0	
interactive short 7.1	cardinality once	0			0	
interactive short 7.1	cardinality unlimited void simple	0			0	
interactive short 7.1	cardinality unlimited void	0			0	
interactive short 7.1	cardinality unlimited	0			0	
interactive short 7.1	overhead simple	0			0	
interactive short 7.1	overhead	0			0	
interactive short 7.1	timeout 100 void simple	0			0	
interactive short 7.1	timeout 100 void	0			0	
interactive short 7.1	timeout 100	0			0	
interactive short 7.1	timeout 1000 void simple	0			0	
interactive short 7.1	timeout 1000 void	0			0	
interactive short 7.1	timeout 1000	0			0	
interactive short 7.1	timeout 2000 void simple	0			0	
interactive short 7.1	timeout 2000 void	0			0	
interactive short 7.1	timeout 2000	0			0	
interactive short 7.1	timeout 5000 void simple	0			0	
interactive short 7.1	timeout 5000 void	0			0	
interactive short 7.1	timeout 5000	0			0	
interactive short 7.1	timeout 10000 void simple	0			0	
interactive short 7.1	timeout 10000 void	0			0	
interactive short 7.1	timeout 10000	0			0	
interactive short 7.1	timeout 20000 void simple	0			0	
interactive short 7.1	timeout 20000 void	0			0	
interactive short 7.1	timeout 20000	0			0	
interactive short 7.0	baseline	0			0	
interactive short 7.0	cardinality once void simple	0			0	
interactive short 7.0	cardinality once void	0			0	
interactive short 7.0	cardinality once	0			0	
interactive short 7.0	cardinality unlimited void simple	0			0	
interactive short 7.0	cardinality unlimited void	0			0	
interactive short 7.0	cardinality unlimited	0			0	
interactive short 7.0	overhead simple	0			0	
interactive short 7.0	overhead	0			0	
interactive short 7.0	timeout 100 void simple	0			0	
interactive short 7.0	timeout 100 void	0			0	
interactive short 7.0	timeout 100	0			0	
interactive short 7.0	timeout 1000 void simple	0			0	
interactive short 7.0	timeout 1000 void	0			0	
interactive short 7.0	timeout 1000	0			0	
interactive short 7.0	timeout 2000 void simple	0			0	
interactive short 7.0	timeout 2000 void	0			0	
interactive short 7.0	timeout 2000	0			0	
interactive short 7.0	timeout 5000 void simple	0			0	
interactive short 7.0	timeout 5000 void	0			0	
interactive short 7.0	timeout 5000	0			0	
interactive short 7.0	timeout 10000 void simple	0			0	
interactive short 7.0	timeout 10000 void	0			0	
interactive short 7.0	timeout 10000	0			0	
interactive short 7.0	timeout 20000 void simple	0			0	
interactive short 7.0	timeout 20000 void	0			0	
interactive short 7.0	timeout 20000	0			0	
